red_fighter_name,blue_fighter_name,winner,winner_encoded
Dylan Budka,Cesar Almeida,Blue,0
Melissa Mullins,Nora Cornolle,Blue,0
Erin Blanchfield,Manon Fiorot,Blue,0
Vicente Luque,Joaquin Buckley,Blue,0
Chris Weidman,Bruno Silva,Red,1
Nursulton Ruziboev,Sedriques Dumas,Red,1
Bill Algeo,Kyle Nelson,Blue,0
Chidi Njokuani,Rhys McKee,Red,1
Nate Landwehr,Jamall Emmers,Red,1
Virna Jandiroba,Loopy Godinez,Red,1
Julio Arce,Herbert Burns,Red,1
Dennis Buzukja,Connor Matthews,Red,1
Ibo Aslan,Anton Turkalj,Red,1
Andre Petroski,Jacob Malkoun,Blue,0
Angel Pacheco,Caolan Loughran,Blue,0
Amanda Ribas,Rose Namajunas,Blue,0
Karl Williams,Justin Tafa,Red,1
Edmen Shahbazyan,AJ Dobson,Red,1
Payton Talbott,Cameron Saaiman,Red,1
Billy Quarantillo,Youssef Zalal,Blue,0
Fernando Padilla,Luis Pajuelo,Red,1
Kurt Holobaugh,Trey Ogden,Blue,0
Ricardo Ramos,Julian Erosa,Blue,0
Miles Johns,Cody Gibson,Red,1
Jarno Errens,Steven Nguyen,Red,1
Montserrat Rendon,Daria Zhelezniakova,Blue,0
Igor Severino,Andre Lima,Blue,0
Mohammed Usman,Mick Parkin,Blue,0
Tai Tuivasa,Marcin Tybura,Blue,0
Ovince Saint Preux,Kennedy Nzechukwu,Red,1
Christian Rodriguez,Isaac Dulgarian,Red,1
Pannie Kianzad,Macy Chiasson,Blue,0
Gerald Meerschaert,Bryan Barberena,Red,1
Natan Levy,Mike Davis,Blue,0
Josiane Nunes,Chelsea Chandler,Blue,0
Jafel Filho,Ode Osbourne,Red,1
Josh Culibao,Danny Silva,Blue,0
Jaqueline Amorim,Cory McKenna,Red,1
Thiago Moises,Mitch Ramirez,Red,1
Charalampos Grigoriou,Chad Anheliger,Blue,0
Sean O'Malley,Marlon Vera,Red,1
Dustin Poirier,Benoit Saint Denis,Red,1
Kevin Holland,Michael Page,Blue,0
Gilbert Burns,Jack Della Maddalena,Blue,0
Petr Yan,Song Yadong,Red,1
Curtis Blaydes,Jailton Almeida,Red,1
Katlyn Cerminara,Maycee Barber,Blue,0
Mateusz Gamrot,Rafael Dos Anjos,Red,1
Pedro Munhoz,Kyler Phillips,Blue,0
Ion Cutelaba,Philipe Lins,Blue,0
Michel Pereira,Michal Oleksiejczuk,Red,1
Robelis Despaigne,Josh Parisian,Red,1
CJ Vergara,Asu Almabayev,Blue,0
Joanne Wood,Maryna Moroz,Red,1
Jairzinho Rozenstruik,Shamil Gaziev,Red,1
Vitor Petrino,Tyson Pedro,Red,1
Alex Perez,Muhammad Mokaev,Blue,0
Umar Nurmagomedov,Bekzat Almakhan,Red,1
Matt Schnell,Steve Erceg,Blue,0
Eryk Anders,Jamie Pickett,Red,1
Vinicius Oliveira,Benardo Sopaj,Red,1
Aiemann Zahabi,Javid Basharat,Red,1
Christian Leroy Duncan,Claudio Ribeiro,Red,1
Ludovit Klein,AJ Cunningham,Red,1
Abdul-Kareem Al-Selwady,Loik Radzhabov,Blue,0
Brandon Moreno,Brandon Royval,Blue,0
Yair Rodriguez,Brian Ortega,Blue,0
Daniel Zellhuber,Francisco Prado,Red,1
Yazmin Jauregui,Sam Hughes,Red,1
Manuel Torres,Chris Duncan,Red,1
Cristian Quinonez,Raoni Barcelos,Blue,0
Jesus Aguilar,Mateus Mendonca,Red,1
Edgar Chairez,Daniel Lacerda,Red,1
Claudio Puelles,Fares Ziam,Blue,0
Ronaldo Rodriguez,Denys Bondar,Red,1
Victor Altamirano,Felipe dos Santos,Blue,0
Erik Silva,Muhammad Naimov,Blue,0
Alexander Volkanovski,Ilia Topuria,Blue,0
Robert Whittaker,Paulo Costa,Red,1
Geoff Neal,Ian Machado Garry,Blue,0
Merab Dvalishvili,Henry Cejudo,Red,1
Anthony Hernandez,Roman Kopylov,Red,1
Amanda Lemos,Mackenzie Dern,Red,1
Marcos Rogerio de Lima,Junior Tafa,Red,1
Rinya Nakamura,Carlos Vera,Red,1
Zhang Mingyang,Brendson Ribeiro,Red,1
Josh Quinlan,Danny Barlow,Blue,0
Oban Elliott,Val Woodburn,Red,1
Andrea Lee,Miranda Maverick,Blue,0
Jack Hermansson,Joe Pyfer,Red,1
Dan Ige,Andre Fili,Red,1
Robert Bryczek,Ihor Potieria,Blue,0
Brad Tavares,Gregory Rodrigues,Blue,0
Michael Johnson,Darrius Flowers,Red,1
Rodolfo Vieira,Armen Petrosyan,Red,1
Trevin Giles,Carlos Prates,Blue,0
Bolaji Oki,Timmy Cuamba,Red,1
Loma Lookboonmee,Bruna Brasil,Red,1
Devin Clark,Marcin Prachnio,Blue,0
Max Griffin,Jeremiah Wells,Red,1
Zac Pauga,Bogdan Guskov,Blue,0
Fernie Garcia,Hyder Amil,Blue,0
Roman Dolidze,Nassourdine Imavov,Blue,0
Renato Moicano,Drew Dober,Red,1
Randy Brown,Muslim Salikhov,Red,1
Viviane Araujo,Natalia Silva,Blue,0
Gilbert Urbina,Charles Radtke,Blue,0
Molly McCann,Diana Belbita,Red,1
Azat Maksum,Charles Johnson,Blue,0
Themba Gorimbo,Pete Rodriguez,Red,1
JeongYeong Lee,Blake Bilder,Red,1
Luana Carolina,Julija Stoliarenko,Red,1
Landon Quinones,MarQuel Mederos,Blue,0
Thomas Petersen,Jamal Pogues,Blue,0
Sean Strickland,Dricus Du Plessis,Blue,0
Raquel Pennington,Mayra Bueno Silva,Red,1
Neil Magny,Mike Malott,Red,1
Chris Curtis,Marc-Andre Barriault,Red,1
Arnold Allen,Movsar Evloev,Blue,0
Brad Katona,Garrett Armfield,Blue,0
Charles Jourdain,Sean Woodson,Blue,0
Serhiy Sidey,Ramon Taveras,Blue,0
Gillian Robertson,Polyana Viana,Red,1
Yohan Lainesse,Sam Patterson,Blue,0
Jasmine Jasudavicius,Priscila Cachoeira,Red,1
Malcolm Gordon,Jimmy Flick,Blue,0
Magomed Ankalaev,Johnny Walker,Red,1
Jim Miller,Gabriel Benitez,Red,1
Ricky Simon,Mario Bautista,Blue,0
Phil Hawes,Brunno Ferreira,Blue,0
Andrei Arlovski,Waldo Cortes-Acosta,Blue,0
Matthew Semelsberger,Preston Parsons,Blue,0
Marcus McGhee,Gaston Bolanos,Red,1
Farid Basharat,Taylor Lapilus,Red,1
Westin Wilson,Jean Silva,Blue,0
Nikolas Motta,Tom Nolan,Red,1
Joshua Van,Felipe Bunes,Red,1
Leon Edwards,Colby Covington,Red,1
Alexandre Pantoja,Brandon Royval,Red,1
Shavkat Rakhmonov,Stephen Thompson,Red,1
Tony Ferguson,Paddy Pimblett,Blue,0
Josh Emmett,Bryce Mitchell,Red,1
Alonzo Menifield,Dustin Jacoby,Red,1
Irene Aldana,Karol Rosa,Red,1
Cody Garbrandt,Brian Kelleher,Red,1
Casey O'Neill,Ariane da Silva,Blue,0
Tagir Ulanbekov,Cody Durden,Red,1
Andre Fili,Lucas Almeida,Red,1
Martin Buday,Shamil Gaziev,Blue,0
Song Yadong,Chris Gutierrez,Red,1
Anthony Smith,Khalil Rountree Jr.,Blue,0
Nasrat Haqparast,Jamie Mullarkey,Red,1
Tim Elliott,Sumudaerji,Red,1
JunYong Park,Andre Muniz,Blue,0
Song Kenan,Kevin Jousset,Blue,0
HyunSung Park,Shannon Ross,Red,1
Steve Garcia,Melquizael Costa,Red,1
Luana Santos,Stephanie Egger,Red,1
Tatsuro Taira,Carlos Hernandez,Red,1
Rayanne dos Santos,Talita Alencar,Blue,0
Beneil Dariush,Arman Tsarukyan,Blue,0
Jalin Turner,King Green,Red,1
Rob Font,Deiveson Figueiredo,Blue,0
Sean Brady,Kelvin Gastelum,Red,1
Clay Guida,Joaquim Silva,Blue,0
Punahele Soriano,Dustin Stoltzfus,Blue,0
Miesha Tate,Julia Avila,Red,1
Zachary Reese,Cody Brundage,Blue,0
Drakkar Klose,Joe Solecki,Red,1
Rodolfo Bellato,Ihor Potieria,Red,1
Wellington Turman,Jared Gooden,Blue,0
Veronica Hardy,Jamey-Lyn Horth,Red,1
Brendan Allen,Paul Craig,Red,1
Michael Morales,Jake Matthews,Red,1
Chase Hooper,Jordan Leavitt,Red,1
Payton Talbott,Nick Aguirre,Red,1
Luana Pinheiro,Amanda Ribas,Blue,0
Uros Medic,Myktybek Orolbai,Blue,0
Jonathan Pearce,Joanderson Brito,Blue,0
Chad Anheliger,Jose Johnson,Blue,0
Christian Leroy Duncan,Denis Tiuliulin,Red,1
Mick Parkin,Caio Machado,Red,1
Jeka Saragih,Lucas Alexander,Red,1
Lucie Pudilova,Ailin Perez,Blue,0
Charles Johnson,Rafael Estevam,Blue,0
Jiri Prochazka,Alex Pereira,Blue,0
Sergei Pavlovich,Tom Aspinall,Blue,0
Jessica Andrade,Mackenzie Dern,Red,1
Matt Frevola,Benoit Saint Denis,Blue,0
Diego Lopes,Pat Sabatini,Red,1
Steve Erceg,Alessandro Costa,Red,1
Tabatha Ricci,Loopy Godinez,Blue,0
Mateusz Rebecki,Roosevelt Roberts,Red,1
Jared Gordon,Mark Madsen,Red,1
John Castaneda,Kyung Ho Kang,Red,1
Joshua Van,Kevin Borjas,Red,1
Dennis Buzukja,Jamall Emmers,Blue,0
Jailton Almeida,Derrick Lewis,Red,1
Gabriel Bonfim,Nicolas Dalby,Blue,0
Rodrigo Nascimento,Don'Tale Mayes,Red,1
Caio Borralho,Abus Magomedov,Red,1
Elves Brener,Kaynan Kruschewsky,Red,1
Vitor Petrino,Modestas Bukauskas,Red,1
Angela Hill,Denise Gomes,Red,1
Eduarda Moura,Montserrat Conejo Ruiz,Red,1
Kaue Fernandes,Marc Diakiese,Blue,0
Islam Makhachev,Alexander Volkanovski,Red,1
Kamaru Usman,Khamzat Chimaev,Blue,0
Ikram Aliskerov,Warlley Alves,Red,1
Said Nurmagomedov,Muin Gafurov,Red,1
Tim Elliott,Muhammad Mokaev,Blue,0
Mohammad Yahya,Trevor Peek,Blue,0
Abu Azaitar,Sedriques Dumas,Blue,0
Mike Breeden,Anshul Jubli,Red,1
Nathaniel Wood,Muhammad Naimov,Blue,0
Viktoriia Dudakova,Jinh Yu Frey,Red,1
Shara Magomedov,Bruno Silva,Red,1
Sodiq Yusuff,Edson Barboza,Blue,0
Jennifer Maia,Viviane Araujo,Blue,0
Jonathan Martinez,Adrian Yanez,Red,1
Andre Petroski,Michel Pereira,Blue,0
Christian Rodriguez,Cameron Saaiman,Red,1
Darren Elkins,TJ Brown,Red,1
Tainara Lisboa,Ravena Oliveira,Red,1
Terrance McKinney,Brendon Marotte,Red,1
Irina Alekseeva,Melissa Mullins,Blue,0
Chris Gutierrez,Alatengheili,Red,1
Ashley Yoder,Emily Ducote,Blue,0
Grant Dawson,King Green,Blue,0
Joe Pyfer,Abdul Razak Alhassan,Red,1
Alex Morono,Joaquin Buckley,Blue,0
Drew Dober,Ricky Glenn,Red,1
Alexander Hernandez,Bill Algeo,Blue,0
Karolina Kowalkiewicz,Diana Belbita,Red,1
Nate Maness,Mateus Mendonca,Red,1
Vanessa Demopoulos,Kanako Murata,Red,1
Aoriqileng,Johnny Munoz,Red,1
Montana De La Rosa,JJ Aldrich,Blue,0
Rafael Fiziev,Mateusz Gamrot,Blue,0
Bryce Mitchell,Dan Ige,Red,1
Marina Rodriguez,Michelle Waterson-Gomez,Red,1
Bryan Battle,AJ Fletcher,Red,1
Ricardo Ramos,Charles Jourdain,Blue,0
Tim Means,Andre Fialho,Red,1
Jacob Malkoun,Cody Brundage,Blue,0
Mohammed Usman,Jake Collier,Red,1
Mizuki,Hannah Goldy,Red,1
Tamires Vidal,Montserrat Rendon,Blue,0
Kevin Holland,Jack Della Maddalena,Blue,0
Raul Rosas Jr.,Terrence Mitchell,Red,1
Daniel Zellhuber,Christos Giagos,Red,1
Fernando Padilla,Kyle Nelson,Blue,0
Loopy Godinez,Elise Reed,Red,1
Roman Kopylov,Josh Fremd,Red,1
Tracy Cortez,Jasmine Jasudavicius,Red,1
Alex Reyes,Charlie Campbell,Blue,0
Josefine Knutsson,Marnic Mann,Red,1
Israel Adesanya,Sean Strickland,Blue,0
Tai Tuivasa,Alexander Volkov,Blue,0
Manel Kape,Felipe dos Santos,Red,1
Justin Tafa,Austen Lane,Red,1
Tyson Pedro,Anton Turkalj,Red,1
Carlos Ulberg,Da Woon Jung,Red,1
Jack Jenkins,Chepe Mariscal,Blue,0
Jamie Mullarkey,John Makdessi,Red,1
Nasrat Haqparast,Landon Quinones,Red,1
Blood Diamond,Charles Radtke,Blue,0
Shane Young,Gabriel Miranda,Blue,0
Kevin Jousset,Kiefer Crosbie,Red,1
Ciryl Gane,Serghei Spivac,Red,1
Manon Fiorot,Rose Namajunas,Red,1
Benoit Saint Denis,Thiago Moises,Red,1
Volkan Oezdemir,Bogdan Guskov,Red,1
William Gomis,Yanis Ghemmouri,Red,1
Morgan Charriere,Manolo Zecchini,Red,1
Taylor Lapilus,Caolan Loughran,Red,1
Ange Loosa,Rhys McKee,Red,1
Nora Cornolle,Joselyne Edwards,Red,1
Farid Basharat,Kleydson Rodrigues,Red,1
Zarah Fairn,Jacqueline Cavalcanti,Blue,0
Max Holloway,Chan Sung Jung,Red,1
Anthony Smith,Ryan Spann,Red,1
Giga Chikadze,Alex Caceres,Red,1
Rinya Nakamura,Fernie Garcia,Red,1
Erin Blanchfield,Taila Santos,Red,1
Junior Tafa,Parker Porter,Red,1
Waldo Cortes-Acosta,Lukasz Brzeski,Red,1
Toshiomi Kazama,Garrett Armfield,Blue,0
Chidi Njokuani,Michal Oleksiejczuk,Blue,0
Song Kenan,Rolando Bedoya,Red,1
Billy Ray Goff,Yusaku Kinoshita,Red,1
Liang Na,JJ Aldrich,Blue,0
SeungWoo Choi,Jarno Errens,Red,1
Aljamain Sterling,Sean O'Malley,Blue,0
Zhang Weili,Amanda Lemos,Red,1
Neil Magny,Ian Machado Garry,Blue,0
Da'Mon Blackshear,Mario Bautista,Blue,0
Marlon Vera,Pedro Munhoz,Red,1
Chris Weidman,Brad Tavares,Blue,0
Gregory Rodrigues,Denis Tiuliulin,Red,1
Kurt Holobaugh,Austin Hubbard,Red,1
Brad Katona,Cody Gibson,Red,1
Andre Petroski,Gerald Meerschaert,Red,1
Andrea Lee,Natalia Silva,Blue,0
Karine Silva,Maryna Moroz,Red,1
Vicente Luque,Rafael Dos Anjos,Red,1
Cub Swanson,Hakeem Dawodu,Red,1
Khalil Rountree Jr.,Chris Daukaus,Red,1
Polyana Viana,Iasmin Lucindo,Blue,0
AJ Dobson,Tafon Nchukwi,Red,1
Josh Fremd,Jamie Pickett,Red,1
JP Buys,Marcus McGhee,Blue,0
Terrance McKinney,Mike Breeden,Red,1
Francis Marshall,Isaac Dulgarian,Blue,0
Josh Parisian,Martin Buday,Blue,0
Jaqueline Amorim,Montserrat Conejo Ruiz,Red,1
Da'Mon Blackshear,Jose Johnson,Red,1
Juliana Miller,Luana Santos,Blue,0
Cory Sandhagen,Rob Font,Red,1
Jessica Andrade,Tatiana Suarez,Blue,0
Dustin Jacoby,Kennedy Nzechukwu,Red,1
Diego Lopes,Gavin Tucker,Red,1
Tanner Boser,Aleksa Camur,Red,1
Ignacio Bahamondes,Ludovit Klein,Blue,0
Kyler Phillips,Raoni Barcelos,Red,1
Jeremiah Wells,Carlston Harris,Blue,0
Billy Quarantillo,Damon Jackson,Red,1
Cody Durden,Jake Hadley,Red,1
Sean Woodson,Dennis Buzukja,Red,1
Ode Osbourne,Asu Almabayev,Blue,0
Dustin Poirier,Justin Gaethje,Blue,0
Jan Blachowicz,Alex Pereira,Blue,0
Derrick Lewis,Marcos Rogerio de Lima,Red,1
Tony Ferguson,King Green,Blue,0
Michael Chiesa,Kevin Holland,Blue,0
Gabriel Bonfim,Trevin Giles,Red,1
CJ Vergara,Vinicius Salvador,Red,1
Roman Kopylov,Claudio Ribeiro,Red,1
Jake Matthews,Darrius Flowers,Red,1
Matthew Semelsberger,Uros Medic,Blue,0
Miranda Maverick,Priscila Cachoeira,Red,1
Tom Aspinall,Marcin Tybura,Red,1
Molly McCann,Julija Stoliarenko,Blue,0
Nathaniel Wood,Andre Fili,Red,1
Paul Craig,Andre Muniz,Red,1
Jai Herbert,Fares Ziam,Blue,0
Lerone Murphy,Josh Culibao,Red,1
Davey Grant,Daniel Marcos,Blue,0
Danny Roberts,Jonny Parsons,Blue,0
Marc Diakiese,Joel Alvarez,Blue,0
Mick Parkin,Jamal Pogues,Red,1
Makhmud Muradov,Bryan Barberena,Red,1
Ketlen Vieira,Pannie Kianzad,Red,1
Chris Duncan,Yanal Ashmouz,Red,1
Shauna Bannon,Bruna Brasil,Blue,0
Jafel Filho,Daniel Barez,Red,1
Jack Della Maddalena,Bassil Hafez,Red,1
Ottman Azaitar,Francisco Prado,Blue,0
Albert Duraev,JunYong Park,Blue,0
Norma Dumont,Chelsea Chandler,Red,1
Nazim Sadykhov,Terrance McKinney,Red,1
Tucker Lutz,Melsik Baghdasaryan,Blue,0
Viktoriia Dudakova,Istela Nunes,Red,1
Austin Lingo,Melquizael Costa,Blue,0
Evan Elder,Genaro Valdez,Red,1
Tyson Nam,Azat Maksum,Blue,0
Alexander Munoz,Carl Deaton,Red,1
Ashlee Evans-Smith,Ailin Perez,Blue,0
Alexander Volkanovski,Yair Rodriguez,Red,1
Brandon Moreno,Alexandre Pantoja,Blue,0
Robert Whittaker,Dricus Du Plessis,Blue,0
Jalin Turner,Dan Hooker,Blue,0
Bo Nickal,Val Woodburn,Red,1
Robbie Lawler,Niko Price,Red,1
Tatsuro Taira,Edgar Chairez,Red,1
Yazmin Jauregui,Denise Gomes,Blue,0
Jimmy Crute,Alonzo Menifield,Blue,0
Vitor Petrino,Marcin Prachnio,Red,1
Cameron Saaiman,Terrence Mitchell,Red,1
Shannon Ross,Jesus Aguilar,Blue,0
Kamuela Kirk,Esteban Ribovics,Blue,0
Sean Strickland,Abus Magomedov,Red,1
Damir Ismagulov,Grant Dawson,Blue,0
Max Griffin,Michael Morales,Blue,0
Ariane da Silva,Melissa Gatto,Red,1
Ismael Bonfim,Benoit Saint Denis,Blue,0
Brunno Ferreira,Nursulton Ruziboev,Blue,0
Kevin Lee,Rinat Fakhretdinov,Blue,0
Joanderson Brito,Westin Wilson,Red,1
Yana Santos,Karol Rosa,Blue,0
Guram Kutateladze,Elves Brener,Blue,0
Ivana Petrovic,Luana Carolina,Blue,0
Alexandr Romanov,Blagoy Ivanov,Red,1
Josh Emmett,Ilia Topuria,Blue,0
Amanda Ribas,Maycee Barber,Blue,0
David Onama,Gabriel Santos,Red,1
Brendan Allen,Bruno Silva,Red,1
Neil Magny,Phil Rowe,Red,1
Randy Brown,Wellington Turman,Red,1
Mateusz Rebecki,Loik Radzhabov,Red,1
Tabatha Ricci,Gillian Robertson,Red,1
Zhalgas Zhumagulov,Joshua Van,Blue,0
Trevor Peek,Chepe Mariscal,Blue,0
Jamall Emmers,Jack Jenkins,Blue,0
Cody Brundage,Sedriques Dumas,Blue,0
Marvin Vettori,Jared Cannonier,Blue,0
Arman Tsarukyan,Joaquim Silva,Red,1
Armen Petrosyan,Christian Leroy Duncan,Red,1
Pat Sabatini,Lucas Almeida,Red,1
Manuel Torres,Nikolas Motta,Red,1
Nicolas Dalby,Muslim Salikhov,Red,1
Jimmy Flick,Alessandro Costa,Blue,0
Kyung Ho Kang,Cristian Quinonez,Red,1
Carlos Hernandez,Denys Bondar,Red,1
Tereza Bleda,Gabriella Fernandes,Red,1
Zac Pauga,Modestas Bukauskas,Blue,0
Amanda Nunes,Irene Aldana,Red,1
Charles Oliveira,Beneil Dariush,Red,1
Mike Malott,Adam Fugitt,Red,1
Dan Ige,Nate Landwehr,Red,1
Marc-Andre Barriault,Eryk Anders,Red,1
Miranda Maverick,Jasmine Jasudavicius,Blue,0
Aiemann Zahabi,Aoriqileng,Red,1
Kyle Nelson,Blake Bilder,Red,1
David Dvorak,Steve Erceg,Blue,0
Diana Belbita,Maria Oliveira,Red,1
Kai Kara-France,Amir Albazi,Blue,0
Alex Caceres,Daniel Pineda,Red,1
Jim Miller,Jesse Butler,Red,1
Tim Elliott,Victor Altamirano,Red,1
Karine Silva,Ketlen Souza,Red,1
Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,Blue,0
Daniel Santos,Johnny Munoz,Red,1
Andrei Arlovski,Don'Tale Mayes,Blue,0
John Castaneda,Muin Gafurov,Red,1
Jamie Mullarkey,Muhammad Naimov,Blue,0
Elise Reed,Jinh Yu Frey,Red,1
Da'Mon Blackshear,Luan Lacerda,Red,1
Philipe Lins,Maxim Grishin,Red,1
Mackenzie Dern,Angela Hill,Red,1
Edmen Shahbazyan,Anthony Hernandez,Blue,0
Emily Ducote,Loopy Godinez,Blue,0
Andre Fialho,Joaquin Buckley,Blue,0
Diego Ferreira,Michael Johnson,Red,1
Maheshate,Viacheslav Borshchev,Blue,0
Karolina Kowalkiewicz,Vanessa Demopoulos,Red,1
Orion Cosce,Gilbert Urbina,Blue,0
Ilir Latifi,Rodrigo Nascimento,Blue,0
Chase Hooper,Nick Fiore,Red,1
Natalia Silva,Victoria Leonardo,Red,1
Takashi Sato,Themba Gorimbo,Blue,0
Jairzinho Rozenstruik,Jailton Almeida,Blue,0
Anthony Smith,Johnny Walker,Blue,0
Daniel Rodriguez,Ian Machado Garry,Blue,0
Carlos Ulberg,Ihor Potieria,Red,1
Tim Means,Alex Morono,Blue,0
Matt Brown,Court McGee,Red,1
Karl Williams,Chase Sherman,Red,1
Cody Stamann,Douglas Silva de Andrade,Blue,0
Ji Yeon Kim,Mandy Bohm,Blue,0
Bryan Battle,Gabe Green,Red,1
Jessica-Rose Clark,Tainara Lisboa,Blue,0
Aljamain Sterling,Henry Cejudo,Red,1
Belal Muhammad,Gilbert Burns,Red,1
Jessica Andrade,Yan Xiaonan,Blue,0
Movsar Evloev,Diego Lopes,Red,1
Kron Gracie,Charles Jourdain,Blue,0
Drew Dober,Matt Frevola,Blue,0
Kennedy Nzechukwu,Devin Clark,Red,1
Khaos Williams,Rolando Bedoya,Red,1
Marina Rodriguez,Virna Jandiroba,Blue,0
Braxton Smith,Parker Porter,Blue,0
Phil Hawes,Ikram Aliskerov,Blue,0
Joseph Holmes,Claudio Ribeiro,Blue,0
Song Yadong,Ricky Simon,Red,1
Caio Borralho,Michal Oleksiejczuk,Red,1
Rodolfo Vieira,Cody Brundage,Red,1
Julian Erosa,Fernando Padilla,Blue,0
Marcos Rogerio de Lima,Waldo Cortes-Acosta,Red,1
Josh Quinlan,Trey Waters,Blue,0
Martin Buday,Jake Collier,Red,1
Cody Durden,Charles Johnson,Red,1
Stephanie Egger,Irina Alekseeva,Blue,0
Journey Newson,Marcus McGhee,Blue,0
Hailey Cowan,Jamey-Lyn Horth,Blue,0
Sergei Pavlovich,Curtis Blaydes,Red,1
Brad Tavares,Bruno Silva,Blue,0
Iasmin Lucindo,Brogan Walker,Red,1
Jeremiah Wells,Matthew Semelsberger,Red,1
Ricky Glenn,Christos Giagos,Blue,0
Rani Yahya,Montel Jackson,Blue,0
Karol Rosa,Norma Dumont,Blue,0
Mohammed Usman,Junior Tafa,Red,1
Francis Marshall,William Gomis,Blue,0
Brady Hiestand,Batgerel Danaa,Red,1
Max Holloway,Arnold Allen,Red,1
Edson Barboza,Billy Quarantillo,Red,1
Dustin Jacoby,Azamat Murzakanov,Blue,0
Tanner Boser,Ion Cutelaba,Blue,0
Pedro Munhoz,Chris Gutierrez,Red,1
Clay Guida,Rafa Garcia,Blue,0
Bill Algeo,TJ Brown,Red,1
Brandon Royval,Matheus Nicolau,Red,1
Zak Cummings,Ed Herman,Red,1
Gillian Robertson,Piera Rodriguez,Red,1
Lando Vannata,Daniel Zellhuber,Blue,0
Bruna Brasil,Denise Gomes,Blue,0
Aaron Phillips,Gaston Bolanos,Blue,0
Joselyne Edwards,Lucie Pudilova,Red,1
Alex Pereira,Israel Adesanya,Blue,0
Gilbert Burns,Jorge Masvidal,Red,1
Rob Font,Adrian Yanez,Red,1
Kevin Holland,Santiago Ponzinibbio,Red,1
Raul Rosas Jr.,Christian Rodriguez,Blue,0
Chris Curtis,Kelvin Gastelum,Blue,0
Michelle Waterson-Gomez,Luana Pinheiro,Blue,0
Gerald Meerschaert,Joe Pyfer,Blue,0
Cynthia Calvillo,Loopy Godinez,Blue,0
Ignacio Bahamondes,Trey Ogden,Red,1
Shayilan Nuerdanbieke,Steve Garcia,Blue,0
Jaqueline Amorim,Sam Hughes,Blue,0
Marlon Vera,Cory Sandhagen,Blue,0
Holly Holm,Yana Santos,Red,1
Nate Landwehr,Austin Lingo,Red,1
Andrea Lee,Maycee Barber,Blue,0
Chidi Njokuani,Albert Duraev,Blue,0
Daniel Pineda,Tucker Lutz,Red,1
Steven Peterson,Lucas Alexander,Blue,0
Trevin Giles,Preston Parsons,Red,1
CJ Vergara,Daniel Lacerda,Red,1
Victor Altamirano,Vinicius Salvador,Red,1
Leon Edwards,Kamaru Usman,Red,1
Justin Gaethje,Rafael Fiziev,Red,1
Gunnar Nelson,Bryan Barberena,Red,1
Jennifer Maia,Casey O'Neill,Red,1
Marvin Vettori,Roman Dolidze,Red,1
Jack Shore,Makwan Amirkhani,Red,1
Chris Duncan,Omar Morales,Red,1
Sam Patterson,Yanal Ashmouz,Blue,0
Muhammad Mokaev,Jafel Filho,Red,1
Lerone Murphy,Gabriel Santos,Red,1
Christian Leroy Duncan,Dusko Todorovic,Red,1
Jake Hadley,Malcolm Gordon,Red,1
Joanne Wood,Luana Carolina,Red,1
Juliana Miller,Veronica Hardy,Blue,0
Petr Yan,Merab Dvalishvili,Blue,0
Alexander Volkov,Alexandr Romanov,Red,1
Nikita Krylov,Ryan Spann,Red,1
Said Nurmagomedov,Jonathan Martinez,Blue,0
Mario Bautista,Guido Cannetti,Red,1
Vitor Petrino,Anton Turkalj,Red,1
Karl Williams,Lukasz Brzeski,Red,1
Raphael Assuncao,Davey Grant,Blue,0
Sedriques Dumas,Josh Fremd,Blue,0
Victor Henry,Tony Gravely,Red,1
Ariane da Silva,JJ Aldrich,Red,1
Tyson Nam,Bruno Silva,Blue,0
Carlston Harris,Jared Gooden,Red,1
Jon Jones,Ciryl Gane,Red,1
Valentina Shevchenko,Alexa Grasso,Blue,0
Geoff Neal,Shavkat Rakhmonov,Blue,0
Mateusz Gamrot,Jalin Turner,Red,1
Bo Nickal,Jamie Pickett,Red,1
Cody Garbrandt,Trevin Jones,Red,1
Derek Brunson,Dricus Du Plessis,Blue,0
Viviane Araujo,Amanda Ribas,Blue,0
Julian Marquez,Marc-Andre Barriault,Blue,0
Ian Machado Garry,Song Kenan,Red,1
Mana Martinez,Cameron Saaiman,Blue,0
Jessica Penne,Tabatha Ricci,Blue,0
Da'Mon Blackshear,Farid Basharat,Blue,0
Esteban Ribovics,Loik Radzhabov,Blue,0
Andre Muniz,Brendan Allen,Blue,0
Augusto Sakai,Don'Tale Mayes,Red,1
Tatiana Suarez,Montana De La Rosa,Red,1
Mike Malott,Yohan Lainesse,Red,1
Erick Gonzalez,Trevor Peek,Blue,0
Jasmine Jasudavicius,Gabriella Fernandes,Red,1
Jordan Leavitt,Victor Martinez,Red,1
Ode Osbourne,Charles Johnson,Red,1
Joe Solecki,Carl Deaton,Red,1
Rafael Alves,Nurullo Aliev,Blue,0
Jessica Andrade,Erin Blanchfield,Blue,0
Jordan Wright,Zac Pauga,Blue,0
Josh Parisian,Jamal Pogues,Blue,0
William Knight,Marcin Prachnio,Blue,0
Jim Miller,Alexander Hernandez,Blue,0
Nazim Sadykhov,Evan Elder,Red,1
Lina Lansberg,Mayra Bueno Silva,Blue,0
